frame,timestamp,emotion,ear_avg_raw,mar_raw,smile_coeff_raw,mouth_width_raw,brow_dist_raw,mouth_asymmetry_raw,upper_lip_raise_raw,ear_avg_smooth,mar_smooth,smile_coeff_smooth,mouth_width_smooth,brow_dist_smooth,mouth_asymmetry_smooth,upper_lip_raise_smooth
24,1777970342836,Sad,0.32495,0.00246,-0.00621,0.33045,0.12504,0.00401,0.07684,0.31739,0.00254,-0.00596,0.3312,0.12785,0.00407,0.07709
25,1777970342872,Sad,0.3236,0.00244,-0.00614,0.33045,0.12528,0.00414,0.07685,0.31925,0.00251,-0.00601,0.33097,0.12708,0.00409,0.07702
26,1777970342904,Sad,0.32272,0.00226,-0.00576,0.33053,0.12571,0.00441,0.07724,0.32029,0.00243,-0.00594,0.33084,0.12667,0.00419,0.07709
27,1777970342936,Sad,0.32316,0.00256,-0.00549,0.33127,0.12558,0.00462,0.07763,0.32115,0.00247,-0.0058,0.33097,0.12634,0.00431,0.07725
28,1777970342969,Sad,0.32171,0.0028,-0.00557,0.33157,0.12561,0.00495,0.07785,0.32132,0.00257,-0.00573,0.33115,0.12612,0.0045,0.07743
29,1777970343003,Sad,0.3221,0.00288,-0.00597,0.33098,0.1255,0.00466,0.07715,0.32155,0.00266,-0.0058,0.3311,0.12594,0.00455,0.07734
30,1777970343038,Sad,0.32264,0.00263,-0.00683,0.33048,0.12493,0.00363,0.07604,0.32188,0.00265,-0.00611,0.33091,0.12564,0.00427,0.07695
31,1777970343069,Sad,0.32145,0.00173,-0.00725,0.33092,0.12459,0.00375,0.07602,0.32175,0.00237,-0.00645,0.33091,0.12532,0.00412,0.07667
32,1777970343103,Sad,0.32493,0.00183,-0.00735,0.33046,0.12366,0.00311,0.07567,0.3227,0.00221,-0.00672,0.33078,0.12482,0.00382,0.07637
33,1777970343135,Sad,0.32689,0.00188,-0.00697,0.32811,0.12321,0.0033,0.07525,0.32396,0.00211,-0.0068,0.32998,0.12434,0.00366,0.07604
34,1777970343168,Sad,0.3249,0.00165,-0.00696,0.3266,0.12279,0.00376,0.07513,0.32424,0.00197,-0.00685,0.32896,0.12387,0.00369,0.07576
35,1777970343203,Sad,0.32419,0.00201,-0.00756,0.32746,0.1223,0.00462,0.07492,0.32423,0.00198,-0.00706,0.32851,0.1234,0.00397,0.07551
36,1777970343236,Sad,0.3238,0.00197,-0.00772,0.32694,0.12261,0.00529,0.07515,0.3241,0.00198,-0.00726,0.32804,0.12317,0.00437,0.0754
37,1777970343271,Sad,0.32389,0.00138,-0.008,0.32564,0.12257,0.0047,0.07528,0.32404,0.0018,-0.00748,0.32732,0.12299,0.00447,0.07537
38,1777970343303,Sad,0.32458,0.00151,-0.00814,0.32674,0.12256,0.00556,0.07582,0.3242,0.00171,-0.00768,0.32715,0.12286,0.00479,0.0755
39,1777970343338,Sad,0.32391,0.0014,-0.00735,0.32565,0.12213,0.00569,0.07687,0.32411,0.00162,-0.00758,0.3267,0.12264,0.00506,0.07591
40,1777970343370,Sad,0.32542,0.00168,-0.00821,0.3244,0.12135,0.00555,0.07747,0.32451,0.00164,-0.00777,0.32601,0.12225,0.00521,0.07638
41,1777970343405,Sad,0.32716,0.00164,-0.0083,0.32165,0.1206,0.00574,0.07733,0.3253,0.00164,-0.00793,0.3247,0.12176,0.00537,0.07666
42,1777970343438,Sad,0.32799,0.00437,-0.00861,0.32057,0.11925,0.00433,0.07868,0.32611,0.00246,-0.00813,0.32346,0.121,0.00506,0.07727
43,1777970343470,Sad,0.32968,0.00461,-0.0084,0.31873,0.11802,0.0037,0.07959,0.32718,0.0031,-0.00821,0.32204,0.12011,0.00465,0.07797
44,1777970343505,Neutral,0.33069,0.00347,-0.00788,0.31914,0.11718,0.00302,0.08053,0.32823,0.00321,-0.00811,0.32117,0.11923,0.00416,0.07874
45,1777970343537,Neutral,0.33212,0.00322,-0.00797,0.31887,0.11691,0.00335,0.08029,0.3294,0.00321,-0.00807,0.32048,0.11854,0.00392,0.0792
46,1777970343571,Neutral,0.33326,0.00365,-0.00848,0.31881,0.11682,0.00388,0.08023,0.33056,0.00334,-0.00819,0.31998,0.11802,0.00391,0.07951
47,1777970343605,Neutral,0.33169,0.00365,-0.00857,0.31863,0.11699,0.00376,0.07992,0.3309,0.00344,-0.00831,0.31958,0.11771,0.00386,0.07963
48,1777970343638,Neutral,0.32631,0.00372,-0.00896,0.31934,0.11836,0.00385,0.0799,0.32952,0.00352,-0.0085,0.3195,0.11791,0.00386,0.07971
49,1777970343671,Neutral,0.32379,0.00302,-0.01003,0.31967,0.11911,0.00375,0.07886,0.3278,0.00337,-0.00896,0.31955,0.11827,0.00383,0.07946
50,1777970343705,Neutral,0.32261,0.00255,-0.0112,0.32071,0.11958,0.00398,0.07772,0.32624,0.00312,-0.00963,0.3199,0.11866,0.00387,0.07893
51,1777970343737,Neutral,0.3222,0.00253,-0.01244,0.32157,0.11969,0.00506,0.0762,0.32503,0.00294,-0.01047,0.3204,0.11897,0.00423,0.07812
52,1777970343771,Neutral,0.32071,0.00227,-0.01227,0.32221,0.12006,0.00541,0.07562,0.32374,0.00274,-0.01101,0.32094,0.1193,0.00458,0.07737
53,1777970343804,Sad,0.31927,0.00233,-0.01226,0.32279,0.12054,0.00512,0.07489,0.3224,0.00262,-0.01139,0.3215,0.11967,0.00474,0.07662
54,1777970343838,Sad,0.31832,0.00226,-0.01236,0.3225,0.12108,0.00576,0.07369,0.32117,0.00251,-0.01168,0.3218,0.12009,0.00505,0.07574
55,1777970343869,Sad,0.31759,0.00242,-0.01239,0.32273,0.12173,0.00595,0.07376,0.3201,0.00248,-0.01189,0.32208,0.12058,0.00532,0.07515
56,1777970343902,Sad,0.31699,0.00232,-0.01219,0.32144,0.12203,0.00567,0.07362,0.31916,0.00243,-0.01198,0.32189,0.12102,0.00542,0.07469
57,1777970343935,Sad,0.31651,0.00239,-0.01205,0.32225,0.12217,0.00526,0.07353,0.31837,0.00242,-0.012,0.322,0.12136,0.00538,0.07434
58,1777970343971,Sad,0.31601,0.0024,-0.01192,0.32093,0.12256,0.00509,0.07358,0.31766,0.00242,-0.01198,0.32168,0.12172,0.00529,0.07411
59,1777970344004,Sad,0.31507,0.00238,-0.01184,0.31933,0.12298,0.00507,0.07362,0.31688,0.00241,-0.01194,0.32097,0.1221,0.00522,0.07396
60,1777970344036,Sad,0.31527,0.00243,-0.01172,0.3198,0.12318,0.00487,0.07361,0.3164,0.00241,-0.01187,0.32062,0.12242,0.00512,0.07386
61,1777970344069,Sad,0.31558,0.00239,-0.01168,0.32068,0.12323,0.00481,0.07367,0.31615,0.00241,-0.01182,0.32064,0.12266,0.00502,0.0738
62,1777970344102,Sad,0.31567,0.00239,-0.01171,0.32324,0.12312,0.00479,0.07363,0.31601,0.0024,-0.01178,0.32142,0.1228,0.00496,0.07375
63,1777970344136,Sad,0.31271,0.00234,-0.01164,0.3227,0.12271,0.00481,0.0739,0.31502,0.00238,-0.01174,0.3218,0.12277,0.00491,0.0738
64,1777970344170,Sad,0.3126,0.00278,-0.0115,0.32307,0.12196,0.00473,0.07446,0.31429,0.0025,-0.01167,0.32218,0.12253,0.00486,0.074
65,1777970344205,Sad,0.31385,0.00279,-0.01149,0.32364,0.12122,0.00455,0.07492,0.31416,0.00259,-0.01161,0.32262,0.12214,0.00477,0.07427
66,1777970344238,Sad,0.3162,0.00265,-0.01102,0.32027,0.12029,0.00398,0.07573,0.31477,0.00261,-0.01144,0.32192,0.12158,0.00453,0.07471
67,1777970344271,Sad,0.318,0.00298,-0.01018,0.3183,0.11972,0.00369,0.07636,0.31574,0.00272,-0.01106,0.32083,0.12102,0.00428,0.07521
68,1777970344304,Sad,0.31945,0.00279,-0.00955,0.31791,0.11945,0.00335,0.07718,0.31685,0.00274,-0.01061,0.31996,0.12055,0.004,0.0758
69,1777970344336,Sad,0.31986,0.00298,-0.00931,0.31665,0.1193,0.0031,0.07754,0.31775,0.00281,-0.01022,0.31897,0.12017,0.00373,0.07632
70,1777970344370,Sad,0.32093,0.0027,-0.00883,0.3177,0.11913,0.00323,0.07769,0.31871,0.00278,-0.0098,0.31859,0.11986,0.00358,0.07673
71,1777970344403,Sad,0.32158,0.00306,-0.00883,0.31814,0.11895,0.00305,0.07773,0.31957,0.00286,-0.00951,0.31845,0.11959,0.00342,0.07703
72,1777970344436,Neutral,0.32196,0.00325,-0.0088,0.31706,0.11886,0.00254,0.07744,0.32028,0.00298,-0.0093,0.31804,0.11937,0.00315,0.07715
73,1777970344469,Neutral,0.32167,0.00341,-0.00892,0.31699,0.11869,0.00227,0.07731,0.3207,0.00311,-0.00919,0.31772,0.11916,0.00289,0.0772
74,1777970344504,Neutral,0.3224,0.0031,-0.00887,0.31653,0.11849,0.00237,0.07741,0.32121,0.00311,-0.00909,0.31737,0.11896,0.00273,0.07726
75,1777970344537,Neutral,0.3222,0.00308,-0.0089,0.31627,0.11835,0.00215,0.07774,0.32151,0.0031,-0.00903,0.31704,0.11878,0.00256,0.0774
76,1777970344570,Neutral,0.32162,0.00302,-0.00898,0.31744,0.11842,0.00213,0.07776,0.32154,0.00308,-0.00902,0.31716,0.11867,0.00243,0.07751
77,1777970344604,Neutral,0.32254,0.00276,-0.00889,0.3192,0.11835,0.00221,0.07767,0.32184,0.00298,-0.00898,0.31777,0.11858,0.00236,0.07756
78,1777970344637,Neutral,0.32325,0.00248,-0.0088,0.32046,0.11824,0.0023,0.07774,0.32227,0.00283,-0.00893,0.31858,0.11847,0.00235,0.07762
79,1777970344672,Neutral,0.32366,0.00237,-0.00875,0.32021,0.11817,0.00242,0.07792,0.32268,0.00269,-0.00887,0.31907,0.11838,0.00237,0.07771
80,1777970344704,Neutral,0.32486,0.00242,-0.00879,0.31992,0.118,0.00239,0.07783,0.32334,0.00261,-0.00885,0.31932,0.11827,0.00237,0.07774
81,1777970344738,Neutral,0.32531,0.00248,-0.00886,0.31931,0.11794,0.00242,0.07757,0.32393,0.00257,-0.00885,0.31932,0.11817,0.00239,0.07769
82,1777970344770,Neutral,0.32551,0.00263,-0.00895,0.31773,0.11776,0.00256,0.07743,0.3244,0.00259,-0.00888,0.31884,0.11804,0.00244,0.07761
83,1777970344804,Neutral,0.32603,0.00275,-0.00914,0.31736,0.11769,0.00242,0.07748,0.32489,0.00264,-0.00896,0.3184,0.11794,0.00243,0.07757
84,1777970344837,Neutral,0.32688,0.00275,-0.0093,0.31685,0.11759,0.00218,0.07751,0.32549,0.00267,-0.00906,0.31793,0.11783,0.00236,0.07755
85,1777970344870,Neutral,0.32788,0.00281,-0.00938,0.31692,0.11744,0.00196,0.07754,0.32621,0.00271,-0.00916,0.31763,0.11772,0.00224,0.07755
86,1777970344905,Neutral,0.32772,0.00278,-0.00945,0.31709,0.11724,0.00189,0.07745,0.32666,0.00273,-0.00925,0.31747,0.11757,0.00213,0.07752
87,1777970344936,Neutral,0.32808,0.00275,-0.00951,0.31762,0.11716,0.00173,0.07738,0.32709,0.00274,-0.00933,0.31751,0.11745,0.00201,0.07748
88,1777970344969,Neutral,0.32819,0.00266,-0.00951,0.31794,0.11706,0.00168,0.07727,0.32742,0.00272,-0.00938,0.31764,0.11733,0.00191,0.07741
89,1777970345002,Neutral,0.32796,0.00265,-0.00949,0.31741,0.11699,0.00165,0.07728,0.32758,0.0027,-0.00941,0.31757,0.11723,0.00183,0.07737
90,1777970345037,Neutral,0.32763,0.00263,-0.00947,0.31744,0.11699,0.00157,0.07722,0.32759,0.00268,-0.00943,0.31753,0.11716,0.00175,0.07733
91,1777970345071,Neutral,0.32768,0.00255,-0.0095,0.31727,0.11689,0.00172,0.07718,0.32762,0.00264,-0.00945,0.31745,0.11708,0.00174,0.07728
92,1777970345104,Neutral,0.327,0.00256,-0.00945,0.3169,0.11692,0.00159,0.07725,0.32743,0.00261,-0.00945,0.31729,0.11703,0.0017,0.07728
93,1777970345138,Neutral,0.3268,0.00265,-0.00933,0.31665,0.11684,0.00162,0.07717,0.32724,0.00262,-0.00941,0.3171,0.11697,0.00167,0.07724
94,1777970345171,Neutral,0.32657,0.00265,-0.00929,0.31676,0.11673,0.00162,0.0771,0.32704,0.00263,-0.00938,0.317,0.1169,0.00166,0.0772
95,1777970345204,Neutral,0.32654,0.00255,-0.00927,0.31693,0.11652,0.00168,0.07704,0.32689,0.00261,-0.00935,0.31697,0.11679,0.00166,0.07715
96,1777970345237,Neutral,0.32695,0.00245,-0.00924,0.31676,0.11641,0.00173,0.07708,0.32691,0.00256,-0.00931,0.31691,0.11667,0.00168,0.07713
97,1777970345270,Neutral,0.32693,0.00224,-0.00915,0.31685,0.11641,0.00169,0.0771,0.32692,0.00246,-0.00926,0.31689,0.11659,0.00169,0.07712
98,1777970345303,Neutral,0.32677,0.00232,-0.00913,0.31699,0.11656,0.00162,0.07723,0.32687,0.00242,-0.00922,0.31692,0.11658,0.00167,0.07715
99,1777970345336,Neutral,0.32687,0.00234,-0.00913,0.31721,0.11664,0.00154,0.07733,0.32687,0.0024,-0.00919,0.31701,0.1166,0.00163,0.07721
100,1777970345372,Neutral,0.32677,0.00224,-0.00905,0.31745,0.11671,0.00147,0.07747,0.32684,0.00235,-0.00915,0.31714,0.11663,0.00158,0.07729
101,1777970345403,Neutral,0.32666,0.00212,-0.00901,0.31763,0.11681,0.00144,0.07758,0.32679,0.00228,-0.00911,0.31729,0.11669,0.00154,0.07738
102,1777970345438,Neutral,0.32622,0.00205,-0.00893,0.31741,0.11692,0.00135,0.07771,0.32661,0.00221,-0.00905,0.31732,0.11676,0.00148,0.07748
103,1777970345469,Neutral,0.32671,0.00205,-0.00887,0.31749,0.11683,0.00141,0.07768,0.32664,0.00216,-0.009,0.31738,0.11678,0.00146,0.07754
104,1777970345502,Neutral,0.32682,0.00218,-0.00886,0.31745,0.11681,0.00146,0.07768,0.3267,0.00217,-0.00896,0.3174,0.11679,0.00146,0.07758
105,1777970345537,Neutral,0.3273,0.0024,-0.00896,0.31769,0.11669,0.0012,0.07775,0.32688,0.00224,-0.00896,0.31748,0.11676,0.00138,0.07763
106,1777970345570,Neutral,0.3282,0.00256,-0.00914,0.31791,0.11661,0.00092,0.07803,0.32727,0.00234,-0.00901,0.31761,0.11671,0.00125,0.07775
107,1777970345605,Neutral,0.3284,0.00267,-0.0093,0.31821,0.11653,0.00093,0.0782,0.32761,0.00244,-0.0091,0.31779,0.11666,0.00115,0.07789
108,1777970345637,Neutral,0.32822,0.00275,-0.00932,0.31913,0.11641,0.00083,0.07818,0.32779,0.00253,-0.00916,0.31819,0.11658,0.00106,0.07797
109,1777970345671,Neutral,0.32814,0.00261,-0.00934,0.32024,0.11634,0.00088,0.07812,0.3279,0.00255,-0.00922,0.31881,0.11651,0.001,0.07802
110,1777970345704,Neutral,0.32747,0.00135,-0.01198,0.32186,0.11648,0.00162,0.07649,0.32777,0.00219,-0.01005,0.31972,0.1165,0.00119,0.07756
111,1777970345737,Neutral,0.32769,0.00154,-0.01497,0.32634,0.11663,0.00295,0.0721,0.32775,0.002,-0.01153,0.32171,0.11654,0.00171,0.07592
112,1777970345770,Neutral,0.32817,0.00307,-0.01812,0.33175,0.11678,0.00372,0.06655,0.32787,0.00232,-0.0135,0.32472,0.11661,0.00232,0.07311
113,1777970345804,Neutral,0.32856,0.00408,-0.02028,0.34142,0.11682,0.00501,0.06266,0.32808,0.00285,-0.01554,0.32973,0.11667,0.00313,0.06998
114,1777970345838,Neutral,0.32943,0.00361,-0.02314,0.34775,0.11683,0.00512,0.05795,0.32849,0.00308,-0.01782,0.33514,0.11672,0.00372,0.06637
115,1777970345869,Neutral,0.33007,0.00404,-0.02436,0.34872,0.11691,0.00353,0.0553,0.32896,0.00336,-0.01978,0.33921,0.11678,0.00367,0.06305
116,1777970345903,Neutral,0.3301,0.0041,-0.02476,0.35398,0.11702,0.00265,0.05532,0.3293,0.00359,-0.02127,0.34364,0.11685,0.00336,0.06073
117,1777970345937,Neutral,0.33119,0.00452,-0.02513,0.35645,0.11687,0.00107,0.05593,0.32987,0.00387,-0.02243,0.34748,0.11686,0.00267,0.05929
118,1777970345970,Neutral,0.3314,0.00448,-0.02509,0.35822,0.11687,0.00045,0.05586,0.33033,0.00405,-0.02323,0.3507,0.11686,0.00201,0.05826
119,1777970346004,Neutral,0.33051,0.00562,-0.02547,0.36409,0.11701,0.00022,0.05291,0.33038,0.00452,-0.0239,0.35472,0.11691,0.00147,0.05666
120,1777970346037,Neutral,0.32798,0.00636,-0.0251,0.36833,0.11738,0.00212,0.04723,0.32966,0.00508,-0.02426,0.3588,0.11705,0.00166,0.05383
121,1777970346071,Neutral,0.32687,0.00792,-0.02421,0.37241,0.11769,0.00203,0.04491,0.32882,0.00593,-0.02424,0.36289,0.11724,0.00177,0.05115
122,1777970346104,Neutral,0.32687,0.00813,-0.02439,0.37522,0.11791,0.0023,0.04173,0.32824,0.00659,-0.02429,0.36659,0.11744,0.00193,0.04833
123,1777970346138,Neutral,0.32579,0.00864,-0.02431,0.37726,0.11809,0.00294,0.04033,0.3275,0.0072,-0.0243,0.36979,0.11764,0.00223,0.04593
124,1777970346170,Neutral,0.32543,0.00869,-0.02486,0.3785,0.11826,0.00316,0.0393,0.32688,0.00765,-0.02446,0.3724,0.11782,0.00251,0.04394
125,1777970346203,Neutral,0.32505,0.00856,-0.02469,0.37967,0.11836,0.00331,0.03994,0.32633,0.00792,-0.02453,0.37458,0.11798,0.00275,0.04274
126,1777970346237,Neutral,0.32501,0.00872,-0.02491,0.3826,0.11866,0.00332,0.03998,0.32594,0.00816,-0.02465,0.37699,0.11819,0.00292,0.04191
127,1777970346270,Neutral,0.32441,0.00872,-0.02484,0.38559,0.11894,0.00307,0.0403,0.32548,0.00833,-0.0247,0.37957,0.11841,0.00297,0.04143
128,1777970346303,Neutral,0.3241,0.00855,-0.02464,0.38697,0.11911,0.00345,0.04076,0.32507,0.0084,-0.02468,0.38179,0.11862,0.00311,0.04123
129,1777970346336,Neutral,0.32356,0.00839,-0.02451,0.38728,0.11929,0.00344,0.04126,0.32461,0.0084,-0.02463,0.38344,0.11882,0.00321,0.04124
130,1777970346370,Neutral,0.32303,0.00838,-0.02447,0.389,0.11938,0.00346,0.04162,0.32414,0.00839,-0.02458,0.3851,0.11899,0.00328,0.04135
131,1777970346403,Neutral,0.3229,0.00844,-0.02466,0.39046,0.11936,0.00401,0.04189,0.32377,0.00841,-0.02461,0.38671,0.1191,0.0035,0.04151
132,1777970346437,Neutral,0.32286,0.0087,-0.02498,0.39114,0.11935,0.00461,0.04217,0.32349,0.00849,-0.02472,0.38804,0.11917,0.00384,0.04171
133,1777970346470,Neutral,0.32312,0.00883,-0.02539,0.3921,0.11925,0.00498,0.04228,0.32338,0.00859,-0.02492,0.38926,0.1192,0.00418,0.04188
134,1777970346503,Neutral,0.32291,0.0091,-0.02587,0.39268,0.11923,0.00543,0.0423,0.32324,0.00874,-0.0252,0.39028,0.11921,0.00455,0.042
135,1777970346537,Neutral,0.32294,0.00927,-0.0263,0.39284,0.11922,0.00512,0.04279,0.32315,0.0089,-0.02553,0.39105,0.11921,0.00472,0.04224
136,1777970346570,Neutral,0.32302,0.00926,-0.02668,0.39381,0.11919,0.00468,0.04316,0.32311,0.00901,-0.02588,0.39188,0.1192,0.00471,0.04251
137,1777970346604,Neutral,0.32322,0.00905,-0.02703,0.3945,0.11919,0.00431,0.04368,0.32314,0.00902,-0.02622,0.39266,0.1192,0.00459,0.04286
138,1777970346636,Neutral,0.32326,0.0089,-0.02731,0.39515,0.11918,0.00394,0.04415,0.32318,0.00899,-0.02655,0.39341,0.11919,0.00439,0.04325
139,1777970346670,Neutral,0.32306,0.00871,-0.0276,0.39613,0.11923,0.00367,0.0445,0.32314,0.0089,-0.02686,0.39422,0.11921,0.00418,0.04362
140,1777970346703,Neutral,0.32324,0.00837,-0.02756,0.39644,0.11926,0.00354,0.04486,0.32317,0.00874,-0.02707,0.39489,0.11922,0.00399,0.04399
141,1777970346737,Neutral,0.32354,0.0084,-0.02749,0.3965,0.11926,0.00323,0.04546,0.32328,0.00864,-0.0272,0.39537,0.11923,0.00376,0.04443
142,1777970346770,Neutral,0.32361,0.0081,-0.02771,0.39647,0.11917,0.00255,0.04578,0.32338,0.00848,-0.02735,0.3957,0.11921,0.0034,0.04484
143,1777970346803,Neutral,0.32376,0.00777,-0.02781,0.39642,0.11914,0.00224,0.04592,0.32349,0.00827,-0.02749,0.39592,0.11919,0.00305,0.04516
144,1777970346837,Neutral,0.32365,0.00726,-0.02789,0.39637,0.11912,0.00198,0.04601,0.32354,0.00796,-0.02761,0.39605,0.11917,0.00273,0.04541
145,1777970346868,Neutral,0.32366,0.00718,-0.02793,0.39618,0.11905,0.00195,0.04616,0.32358,0.00773,-0.0277,0.39609,0.11913,0.0025,0.04564
146,1777970346901,Neutral,0.32393,0.00718,-0.02801,0.39625,0.11895,0.00189,0.04629,0.32368,0.00756,-0.0278,0.39614,0.11908,0.00231,0.04583
147,1777970346934,Neutral,0.32398,0.00731,-0.02796,0.39591,0.11899,0.00198,0.04655,0.32377,0.00749,-0.02784,0.39607,0.11905,0.00221,0.04605
148,1777970346970,Neutral,0.32427,0.00719,-0.02797,0.39537,0.11898,0.00212,0.04671,0.32392,0.0074,-0.02788,0.39586,0.11903,0.00219,0.04625
149,1777970347004,Neutral,0.32472,0.00693,-0.02782,0.3947,0.11902,0.00214,0.04683,0.32416,0.00726,-0.02786,0.39551,0.11903,0.00217,0.04642
150,1777970347036,Neutral,0.32509,0.00685,-0.02774,0.39412,0.11902,0.00205,0.04693,0.32444,0.00714,-0.02783,0.39509,0.11903,0.00214,0.04657
151,1777970347071,Neutral,0.32542,0.00676,-0.02775,0.39344,0.11908,0.00193,0.04711,0.32473,0.00702,-0.0278,0.3946,0.11904,0.00207,0.04673
152,1777970347103,Neutral,0.32574,0.00644,-0.02775,0.3928,0.11927,0.00181,0.04721,0.32503,0.00685,-0.02779,0.39406,0.11911,0.002,0.04688
153,1777970347136,Neutral,0.32606,0.00616,-0.02752,0.39244,0.11939,0.00182,0.0475,0.32534,0.00664,-0.02771,0.39357,0.11919,0.00194,0.04706
154,1777970347203,Neutral,0.32652,0.00595,-0.02721,0.39224,0.11978,0.00183,0.04809,0.3257,0.00643,-0.02756,0.39318,0.11937,0.00191,0.04737
155,1777970347237,Sad,0.31756,0.00575,-0.02717,0.39222,0.12171,0.00183,0.04822,0.32326,0.00623,-0.02744,0.39289,0.12007,0.00189,0.04763
156,1777970347269,Sad,0.26385,0.00547,-0.02718,0.39231,0.13255,0.00185,0.04863,0.30543,0.006,-0.02736,0.39272,0.12382,0.00187,0.04793
157,1777970347303,Neutral,0.23493,0.00546,-0.02718,0.39204,0.13815,0.00199,0.04873,0.28428,0.00584,-0.02731,0.39251,0.12812,0.00191,0.04817
158,1777970347336,Neutral,0.23979,0.00544,-0.02725,0.39203,0.13849,0.00213,0.04875,0.27093,0.00572,-0.02729,0.39237,0.13123,0.00198,0.04834
159,1777970347369,Neutral,0.24743,0.00544,-0.02727,0.3921,0.13762,0.0022,0.04871,0.26388,0.00564,-0.02729,0.39229,0.13314,0.00204,0.04845
160,1777970347402,Neutral,0.25362,0.00543,-0.02726,0.39216,0.13647,0.0021,0.0488,0.2608,0.00557,-0.02728,0.39225,0.13414,0.00206,0.04856
161,1777970347435,Neutral,0.25907,0.00545,-0.02724,0.39221,0.13558,0.00209,0.04881,0.26028,0.00554,-0.02727,0.39224,0.13457,0.00207,0.04863
