frame,timestamp,emotion,ear_avg_raw,mar_raw,smile_coeff_raw,mouth_width_raw,brow_dist_raw,mouth_asymmetry_raw,upper_lip_raise_raw,ear_avg_smooth,mar_smooth,smile_coeff_smooth,mouth_width_smooth,brow_dist_smooth,mouth_asymmetry_smooth,upper_lip_raise_smooth
23,1777817721437,Neutral,0.31043,0.00322,0.00353,0.3421,0.1396,0.00664,0.08571,0.3077,0.00305,0.00366,0.343,0.13937,0.00719,0.08439
24,1777817721504,Neutral,0.30551,0.00317,0.00398,0.34239,0.13971,0.006,0.08534,0.30704,0.00308,0.00376,0.34282,0.13947,0.00684,0.08467
25,1777817721537,Neutral,0.30323,0.00294,0.00355,0.34225,0.13989,0.00609,0.08484,0.3059,0.00304,0.0037,0.34265,0.1396,0.00661,0.08473
26,1777817721570,Neutral,0.30109,0.00269,0.00374,0.34193,0.13988,0.00599,0.08449,0.30446,0.00294,0.00371,0.34243,0.13968,0.00643,0.08465
27,1777817721603,Neutral,0.29558,0.00249,0.0027,0.34394,0.14093,0.00772,0.08358,0.3018,0.0028,0.00341,0.34289,0.14006,0.00681,0.08433
28,1777817721670,Neutral,0.2227,0.00172,0.00233,0.3401,0.15299,0.00906,0.08514,0.27807,0.00248,0.00308,0.34205,0.14394,0.00749,0.08457
29,1777817721703,Neutral,0.22033,0.00173,0.00229,0.33682,0.1527,0.00848,0.08576,0.26075,0.00226,0.00285,0.34048,0.14657,0.00779,0.08493
30,1777817721736,Neutral,0.23335,0.00214,0.00287,0.33638,0.14821,0.00812,0.08636,0.25253,0.00222,0.00285,0.33925,0.14706,0.00789,0.08536
31,1777817721770,Neutral,0.26436,0.00224,0.00338,0.33656,0.14158,0.00773,0.08683,0.25608,0.00223,0.00301,0.33844,0.14541,0.00784,0.0858
32,1777817721804,Neutral,0.29534,0.00233,0.00329,0.33748,0.13503,0.00724,0.08684,0.26786,0.00226,0.0031,0.33815,0.1423,0.00766,0.08611
33,1777817721871,Neutral,0.32329,0.00245,0.0034,0.33739,0.12817,0.00722,0.08668,0.28449,0.00232,0.00319,0.33792,0.13806,0.00753,0.08628
34,1777817721936,Neutral,0.32554,0.00241,0.00316,0.33811,0.12625,0.00624,0.08596,0.2968,0.00234,0.00318,0.33798,0.13452,0.00714,0.08619
35,1777817721971,Neutral,0.32491,0.0022,0.00289,0.33804,0.12478,0.00545,0.08649,0.30524,0.0023,0.00309,0.338,0.1316,0.00663,0.08628
36,1777817722036,Neutral,0.34282,0.00217,0.00128,0.33937,0.121,0.0042,0.08529,0.31651,0.00226,0.00255,0.33841,0.12842,0.0059,0.08598
37,1777817722070,Neutral,0.34568,0.00184,0.00152,0.34057,0.12039,0.00319,0.08666,0.32526,0.00213,0.00224,0.33906,0.12601,0.00509,0.08619
38,1777817722136,Neutral,0.24534,0.0027,0.00083,0.33716,0.14145,0.00458,0.08643,0.30129,0.0023,0.00182,0.33849,0.13064,0.00494,0.08626
39,1777817722169,Neutral,0.08158,0.00415,0.00013,0.3359,0.17099,0.00533,0.08754,0.23537,0.00286,0.00131,0.33771,0.14274,0.00505,0.08664
40,1777817722203,Neutral,0.04098,0.00511,-0.00055,0.33575,0.18093,0.00563,0.08731,0.17705,0.00353,0.00075,0.33712,0.1542,0.00523,0.08685
41,1777817722270,Neutral,0.03871,0.003,-0.00222,0.33208,0.17839,0.00978,0.08503,0.13555,0.00337,-0.00014,0.33561,0.16146,0.00659,0.0863
42,1777817722303,Neutral,0.13467,0.00341,-0.0052,0.33148,0.16716,0.00894,0.08305,0.13529,0.00338,-0.00166,0.33437,0.16317,0.0073,0.08533
43,1777817722336,Neutral,0.22098,0.00613,-0.00522,0.33,0.15095,0.009,0.08466,0.16099,0.00421,-0.00273,0.33306,0.1595,0.00781,0.08513
44,1777817722370,Neutral,0.24785,0.0048,-0.00492,0.33138,0.1469,0.0023,0.08266,0.18705,0.00439,-0.00339,0.33256,0.15572,0.00616,0.08439
45,1777817722403,Neutral,0.26717,0.0059,-0.00598,0.33179,0.14763,0.00063,0.08166,0.21109,0.00484,-0.00416,0.33233,0.15329,0.0045,0.08357
46,1777817722436,Neutral,0.27756,0.00772,-0.0129,0.32974,0.15015,0.00286,0.08017,0.23103,0.0057,-0.00678,0.33155,0.15235,0.00401,0.08255
47,1777817722471,Neutral,0.29614,0.00266,-0.00488,0.3314,0.1483,0.00544,0.07333,0.25056,0.00479,-0.00621,0.33151,0.15113,0.00444,0.07978
48,1777817722503,Neutral,0.3589,0.00297,-0.0004,0.33285,0.13161,0.00447,0.07502,0.28306,0.00424,-0.00447,0.33191,0.14528,0.00445,0.07835
49,1777817722537,Neutral,0.31415,0.00344,-0.00325,0.33246,0.14486,0.00233,0.07536,0.29239,0.004,-0.0041,0.33207,0.14515,0.00381,0.07745
50,1777817722570,Neutral,0.27825,0.00567,-0.00612,0.3261,0.15563,0.00211,0.08092,0.28815,0.0045,-0.00471,0.33028,0.1483,0.0033,0.07849
51,1777817722603,Neutral,0.29269,0.00146,-0.00041,0.32737,0.1493,0.00064,0.08577,0.28951,0.00359,-0.00342,0.32941,0.1486,0.0025,0.08068
52,1777817722636,Neutral,0.27659,0.00096,-0.0045,0.32724,0.15411,0.00111,0.07787,0.28563,0.0028,-0.00374,0.32876,0.15025,0.00208,0.07983
53,1777817722670,Neutral,0.26393,0.00643,-0.0031,0.32781,0.15305,0.00224,0.08252,0.27912,0.00389,-0.00355,0.32847,0.15109,0.00213,0.08064
54,1777817722704,Neutral,0.27924,0.00457,-0.00249,0.33082,0.14892,0.00238,0.0799,0.27916,0.0041,-0.00323,0.32918,0.15044,0.00221,0.08042
55,1777817722737,Neutral,0.29162,0.00402,-0.00297,0.32852,0.14414,0.00123,0.08018,0.2829,0.00407,-0.00315,0.32898,0.14855,0.00191,0.08035
56,1777817722770,Neutral,0.28534,0.00357,-0.0024,0.33554,0.14569,0.00195,0.08094,0.28363,0.00392,-0.00293,0.33095,0.14769,0.00192,0.08053
57,1777817722803,Neutral,0.28664,0.00312,-0.00034,0.34084,0.1465,0.00242,0.08319,0.28453,0.00368,-0.00215,0.33392,0.14734,0.00207,0.08132
58,1777817722836,Neutral,0.29265,0.00257,0.0014,0.33924,0.1443,0.00192,0.08492,0.28697,0.00335,-0.00109,0.33551,0.14642,0.00202,0.0824
59,1777817722870,Neutral,0.30593,0.00164,0.00326,0.33979,0.14093,0.00247,0.08377,0.29266,0.00283,0.00022,0.3368,0.14478,0.00216,0.08281
60,1777817722903,Neutral,0.30444,0.00174,0.00371,0.34227,0.14141,0.00316,0.0856,0.29619,0.00251,0.00126,0.33844,0.14377,0.00246,0.08365
61,1777817722937,Neutral,0.30768,0.00186,0.0021,0.3443,0.14095,0.00296,0.08624,0.29964,0.00231,0.00152,0.3402,0.14292,0.00261,0.08443
62,1777817722969,Neutral,0.30756,0.00153,0.00134,0.34193,0.14092,0.00248,0.08554,0.30201,0.00208,0.00146,0.34072,0.14232,0.00257,0.08476
63,1777817723036,Neutral,0.30557,0.00185,0.00057,0.34218,0.14243,0.00322,0.08634,0.30308,0.00201,0.0012,0.34116,0.14235,0.00276,0.08523
64,1777817723069,Neutral,0.30412,0.00229,-0.0011,0.34243,0.14289,0.00285,0.08533,0.30339,0.00209,0.00051,0.34154,0.14251,0.00279,0.08526
65,1777817723103,Neutral,0.30624,0.00091,-0.0018,0.33988,0.14156,0.00035,0.08213,0.30425,0.00174,-0.00019,0.34104,0.14223,0.00206,0.08432
66,1777817723136,Neutral,0.30458,0.00189,-0.00219,0.34217,0.14056,0.00055,0.07949,0.30435,0.00178,-0.00079,0.34138,0.14173,0.00161,0.08287
67,1777817723170,Neutral,0.29824,0.0023,-0.00329,0.34337,0.14024,0.00374,0.07904,0.30252,0.00194,-0.00154,0.34198,0.14128,0.00225,0.08172
68,1777817723236,Neutral,0.29728,0.00602,-0.00142,0.34483,0.1369,0.00437,0.08078,0.30095,0.00316,-0.0015,0.34283,0.13997,0.00288,0.08144
69,1777817723270,Neutral,0.29757,0.00904,-0.00113,0.34296,0.1393,0.00325,0.0846,0.29993,0.00493,-0.00139,0.34287,0.13977,0.00299,0.08239
70,1777817723303,Neutral,0.32607,0.00888,-0.00143,0.34486,0.13338,0.00292,0.0875,0.30777,0.00611,-0.0014,0.34347,0.13785,0.00297,0.08392
71,1777817723336,Neutral,0.3398,0.00839,-0.00155,0.33777,0.12518,0.00279,0.09138,0.31738,0.0068,-0.00145,0.34176,0.13405,0.00292,0.08616
72,1777817723369,Neutral,0.32777,0.00877,-0.00154,0.33549,0.12973,0.00178,0.09195,0.3205,0.00739,-0.00147,0.33988,0.13275,0.00258,0.0879
73,1777817723403,Neutral,0.25829,0.00834,-0.00144,0.33282,0.14518,0.00162,0.09142,0.30184,0.00767,-0.00146,0.33776,0.13648,0.00229,0.08895
74,1777817723436,Neutral,0.08821,0.00809,-0.00105,0.33288,0.18374,0.00093,0.09288,0.23775,0.0078,-0.00134,0.3363,0.15066,0.00188,0.09013
75,1777817723536,Neutral,0.15704,0.0046,-0.00245,0.33368,0.16898,0.00733,0.08594,0.21354,0.00684,-0.00167,0.33551,0.15616,0.00352,0.08887
76,1777817723569,Neutral,0.12844,0.00531,-0.00266,0.33357,0.17085,0.00595,0.08463,0.18801,0.00638,-0.00197,0.33493,0.16056,0.00425,0.0876
77,1777817723603,Neutral,0.06598,0.00448,-0.00403,0.33152,0.18314,0.00676,0.08296,0.1514,0.00581,-0.00259,0.33391,0.16733,0.005,0.08621
78,1777817723637,Neutral,0.03286,0.00292,-0.00388,0.33259,0.18953,0.00764,0.08301,0.11584,0.00494,-0.00297,0.33351,0.17399,0.00579,0.08525
79,1777817723703,Neutral,0.13449,0.00202,-0.00442,0.33341,0.17486,0.00999,0.08253,0.12143,0.00407,-0.00341,0.33348,0.17425,0.00705,0.08443
80,1777817723736,Neutral,0.17546,0.00284,-0.00389,0.33426,0.16799,0.00889,0.08302,0.13764,0.0037,-0.00355,0.33371,0.17237,0.0076,0.08401
81,1777817723769,Neutral,0.19974,0.00126,-0.00573,0.33795,0.16411,0.01083,0.08335,0.15627,0.00297,-0.00421,0.33498,0.16989,0.00857,0.08381
82,1777817723802,Neutral,0.23366,0.00131,-0.00691,0.3412,0.16093,0.01082,0.08295,0.17949,0.00247,-0.00502,0.33685,0.1672,0.00925,0.08355
83,1777817723836,Neutral,0.26371,0.00207,-0.00597,0.34379,0.15715,0.00832,0.08278,0.20475,0.00235,-0.0053,0.33893,0.16419,0.00897,0.08332
84,1777817723870,Neutral,0.27786,0.00239,-0.00506,0.34374,0.15365,0.0081,0.08365,0.22669,0.00236,-0.00523,0.34037,0.16103,0.00871,0.08342
85,1777817723903,Neutral,0.28191,0.00214,-0.00367,0.34318,0.15122,0.00876,0.08431,0.24325,0.00229,-0.00476,0.34122,0.15808,0.00873,0.08369
86,1777817723935,Neutral,0.28009,0.00166,-0.00287,0.34173,0.1507,0.00874,0.08477,0.2543,0.0021,-0.00419,0.34137,0.15587,0.00873,0.08401
87,1777817723969,Neutral,0.2904,0.0022,-0.00253,0.34497,0.14816,0.00785,0.0847,0.26513,0.00213,-0.0037,0.34245,0.15355,0.00847,0.08422
88,1777817724003,Neutral,0.29896,0.00249,-0.00266,0.34598,0.14735,0.0071,0.08545,0.27528,0.00224,-0.00338,0.34351,0.15169,0.00806,0.08459
89,1777817724036,Neutral,0.30383,0.00216,-0.00309,0.34696,0.14651,0.00593,0.08629,0.28385,0.00221,-0.0033,0.34455,0.15014,0.00742,0.0851
90,1777817724069,Neutral,0.30638,0.00289,-0.00365,0.34951,0.14613,0.00483,0.08665,0.29061,0.00242,-0.0034,0.34604,0.14893,0.00664,0.08556
91,1777817724103,Neutral,0.30823,0.00254,-0.00416,0.34846,0.14571,0.00287,0.08688,0.29589,0.00246,-0.00363,0.34676,0.14797,0.00551,0.08596
92,1777817724136,Neutral,0.30751,0.00278,-0.00521,0.34758,0.1455,0.00054,0.08624,0.29938,0.00255,-0.0041,0.34701,0.14723,0.00402,0.08604
93,1777817724169,Neutral,0.30314,0.00177,-0.00585,0.34206,0.14555,0.00097,0.08586,0.30051,0.00232,-0.00463,0.34552,0.14672,0.0031,0.08599
94,1777817724202,Neutral,0.30337,0.00184,-0.00636,0.34032,0.145,0.00088,0.08549,0.30137,0.00217,-0.00515,0.34396,0.1462,0.00244,0.08584
95,1777817724236,Neutral,0.30147,0.0023,-0.00566,0.34038,0.14469,0.00026,0.08569,0.3014,0.00221,-0.0053,0.34289,0.14575,0.00178,0.08579
96,1777817724269,Neutral,0.30331,0.002,-0.00553,0.34163,0.1429,4e-05,0.08493,0.30197,0.00215,-0.00537,0.34251,0.1449,0.00126,0.08554
97,1777817724302,Neutral,0.30154,0.00192,-0.00533,0.34073,0.14189,8e-05,0.08316,0.30184,0.00208,-0.00536,0.34198,0.144,0.0009,0.08482
98,1777817724336,Neutral,0.30103,0.002,-0.00481,0.34322,0.14195,0.0002,0.08275,0.3016,0.00206,-0.0052,0.34235,0.14338,0.00069,0.0842
99,1777817724403,Neutral,0.30243,0.00311,-0.00462,0.34409,0.1428,0.00014,0.08217,0.30185,0.00237,-0.00502,0.34287,0.14321,0.00053,0.08359
100,1777817724436,Neutral,0.29894,0.0038,-0.0046,0.34305,0.14282,0.00021,0.08208,0.30098,0.0028,-0.0049,0.34293,0.14309,0.00043,0.08314
101,1777817724469,Neutral,0.30033,0.00482,-0.00533,0.3432,0.14221,0.00029,0.08253,0.30078,0.00341,-0.00503,0.34301,0.14283,0.00039,0.08295
102,1777817724502,Neutral,0.30058,0.00482,-0.00545,0.34351,0.14235,0.00056,0.0829,0.30072,0.00383,-0.00515,0.34316,0.14269,0.00044,0.08294
103,1777817724536,Neutral,0.30312,0.00522,-0.00642,0.34301,0.14302,0.00186,0.08266,0.30144,0.00425,-0.00553,0.34312,0.14279,0.00086,0.08285
104,1777817724570,Neutral,0.306,0.00392,-0.00775,0.34262,0.14286,0.0037,0.08208,0.30281,0.00415,-0.0062,0.34297,0.14281,0.00171,0.08262
105,1777817724602,Neutral,0.3022,0.00271,-0.00677,0.3431,0.14267,0.00372,0.08307,0.30263,0.00372,-0.00637,0.34301,0.14277,0.00232,0.08275
106,1777817724636,Neutral,0.29849,0.00366,-0.00615,0.3433,0.14376,0.00489,0.08322,0.30138,0.0037,-0.0063,0.34309,0.14306,0.00309,0.0829
107,1777817724669,Neutral,0.30014,0.00391,-0.0037,0.34363,0.14336,0.00536,0.08463,0.30101,0.00376,-0.00552,0.34325,0.14315,0.00377,0.08341
108,1777817724702,Neutral,0.30469,0.00495,-0.00301,0.34381,0.14337,0.00522,0.08527,0.30211,0.00412,-0.00477,0.34342,0.14322,0.0042,0.08397
109,1777817724769,Neutral,0.30246,0.00397,-0.00232,0.34492,0.14374,0.00749,0.08571,0.30222,0.00407,-0.00403,0.34387,0.14338,0.00519,0.08449
110,1777817724803,Neutral,0.30354,0.0047,-0.0031,0.34592,0.14315,0.00669,0.08555,0.30261,0.00426,-0.00375,0.34449,0.14331,0.00564,0.08481
111,1777817724869,Neutral,0.30209,0.00322,-0.00159,0.34795,0.14219,0.00494,0.08498,0.30246,0.00395,-0.0031,0.34552,0.14297,0.00543,0.08486
112,1777817724902,Neutral,0.30661,0.00175,-0.00254,0.34497,0.1396,0.00584,0.08433,0.3037,0.00329,-0.00293,0.34536,0.14196,0.00555,0.0847
113,1777817724936,Neutral,0.30128,0.00442,-0.00254,0.34525,0.14082,0.0052,0.08456,0.30297,0.00363,-0.00281,0.34532,0.14162,0.00545,0.08466
114,1777817724969,Neutral,0.30143,0.00511,-0.00273,0.34539,0.14063,0.00464,0.08491,0.30251,0.00407,-0.00279,0.34535,0.14132,0.0052,0.08473
115,1777817725002,Neutral,0.30108,0.00572,-0.00255,0.34468,0.1411,0.00347,0.08503,0.30208,0.00457,-0.00272,0.34514,0.14126,0.00468,0.08482
116,1777817725036,Neutral,0.30928,0.00461,-0.00253,0.34577,0.13998,0.00324,0.08476,0.30424,0.00458,-0.00266,0.34533,0.14087,0.00425,0.0848
117,1777817725069,Neutral,0.31539,0.00384,-0.00201,0.34655,0.13861,0.00193,0.08463,0.30759,0.00436,-0.00247,0.3457,0.14019,0.00355,0.08475
118,1777817725102,Neutral,0.31449,0.00501,-0.00276,0.34544,0.13784,0.00139,0.08525,0.30966,0.00455,-0.00255,0.34562,0.13949,0.00291,0.0849
119,1777817725135,Neutral,0.30761,0.00516,-0.00171,0.34548,0.13863,0.00149,0.08579,0.30904,0.00473,-0.0023,0.34558,0.13923,0.00248,0.08517
120,1777817725169,Neutral,0.30812,0.00512,-0.00176,0.34313,0.13887,0.00169,0.08573,0.30877,0.00485,-0.00214,0.34484,0.13912,0.00224,0.08534
121,1777817725202,Neutral,0.30566,0.00545,-0.00181,0.34238,0.13898,0.00171,0.08605,0.30783,0.00503,-0.00204,0.3441,0.13908,0.00208,0.08555
122,1777817725236,Neutral,0.30107,0.00557,-0.00136,0.34195,0.13909,0.0018,0.08676,0.3058,0.00519,-0.00184,0.34346,0.13908,0.002,0.08591
123,1777817725269,Neutral,0.30181,0.00585,-0.00152,0.34143,0.13818,0.00173,0.08647,0.30461,0.00539,-0.00174,0.34285,0.13881,0.00192,0.08608
124,1777817725302,Neutral,0.3038,0.00537,-0.0013,0.33894,0.13775,0.00165,0.08636,0.30436,0.00538,-0.00161,0.34168,0.13849,0.00184,0.08616
125,1777817725335,Neutral,0.30465,0.0049,-0.00125,0.34067,0.13766,0.00173,0.08634,0.30445,0.00524,-0.0015,0.34138,0.13824,0.00181,0.08621
126,1777817725369,Neutral,0.30398,0.00529,-0.00127,0.34211,0.13708,0.00189,0.08623,0.30431,0.00525,-0.00143,0.3416,0.13789,0.00183,0.08622
127,1777817725402,Neutral,0.3055,0.00505,-0.00111,0.34258,0.13713,0.00208,0.0864,0.30466,0.00519,-0.00133,0.34189,0.13767,0.00191,0.08627
128,1777817725435,Neutral,0.30667,0.00524,-0.00143,0.3428,0.13718,0.0022,0.08627,0.30527,0.00521,-0.00136,0.34216,0.13752,0.00199,0.08627
129,1777817725468,Neutral,0.30717,0.00525,-0.00179,0.34269,0.13725,0.00206,0.08597,0.30584,0.00522,-0.00149,0.34232,0.13744,0.00201,0.08618
130,1777817725503,Neutral,0.29695,0.00521,-0.00172,0.34278,0.13956,0.00221,0.08619,0.30317,0.00522,-0.00156,0.34246,0.13808,0.00207,0.08618
131,1777817725535,Neutral,0.29152,0.00505,-0.00164,0.34272,0.14108,0.00219,0.08629,0.29968,0.00517,-0.00158,0.34254,0.13898,0.00211,0.08622
132,1777817725569,Neutral,0.2897,0.00488,-0.00158,0.34319,0.14147,0.00221,0.08633,0.29668,0.00508,-0.00158,0.34273,0.13973,0.00214,0.08625
133,1777817725602,Neutral,0.28927,0.00487,-0.00159,0.34386,0.14151,0.00218,0.0863,0.29446,0.00502,-0.00159,0.34307,0.14026,0.00215,0.08627
134,1777817725635,Neutral,0.2885,0.00489,-0.00159,0.34498,0.14157,0.00219,0.08629,0.29267,0.00498,-0.00159,0.34364,0.14065,0.00216,0.08627
135,1777817725668,Neutral,0.28899,0.00493,-0.00159,0.34487,0.14153,0.00219,0.08627,0.29157,0.00497,-0.00159,0.34401,0.14092,0.00217,0.08627
136,1777817725701,Neutral,0.28827,0.00477,-0.00142,0.34408,0.14166,0.0023,0.08623,0.29058,0.00491,-0.00154,0.34403,0.14114,0.00221,0.08626
137,1777817725736,Neutral,0.28688,0.0046,-0.00124,0.3439,0.14232,0.00238,0.08624,0.28947,0.00481,-0.00145,0.34399,0.14149,0.00226,0.08625
138,1777817725769,Neutral,0.28522,0.00425,-0.00115,0.34427,0.14267,0.00262,0.08627,0.28819,0.00465,-0.00136,0.34408,0.14185,0.00237,0.08626
139,1777817725801,Neutral,0.28577,0.00412,-0.00114,0.34409,0.14252,0.00244,0.08647,0.28747,0.00449,-0.00129,0.34408,0.14205,0.00239,0.08632
140,1777817725835,Neutral,0.28622,0.0039,-0.00107,0.34465,0.14212,0.00248,0.08655,0.28709,0.00431,-0.00123,0.34425,0.14207,0.00242,0.08639
141,1777817725869,Neutral,0.28787,0.00395,-0.00109,0.34547,0.14166,0.00244,0.08664,0.28732,0.0042,-0.00119,0.34462,0.14195,0.00242,0.08646
142,1777817725902,Neutral,0.2912,0.00386,-0.00114,0.34598,0.14102,0.00236,0.08662,0.28849,0.0041,-0.00117,0.34503,0.14167,0.0024,0.08651
143,1777817725969,Neutral,0.29472,0.00401,-0.00096,0.34693,0.1402,0.00219,0.08673,0.29036,0.00407,-0.00111,0.3456,0.14123,0.00234,0.08658
144,1777817726002,Neutral,0.29406,0.00403,-0.00048,0.34697,0.14016,0.00279,0.08685,0.29147,0.00406,-0.00092,0.34601,0.14091,0.00247,0.08666
145,1777817726035,Neutral,0.29478,0.00404,-0.00035,0.34687,0.13987,0.00284,0.08683,0.29246,0.00406,-0.00075,0.34627,0.1406,0.00258,0.08671
146,1777817726101,Neutral,0.29863,0.00386,-0.00033,0.34676,0.13822,0.00278,0.08712,0.29431,0.004,-0.00062,0.34642,0.13988,0.00264,0.08683
147,1777817726135,Neutral,0.29913,0.0038,-0.00011,0.347,0.13782,0.00259,0.08718,0.29576,0.00394,-0.00047,0.34659,0.13926,0.00263,0.08694
148,1777817726169,Neutral,0.29921,0.00439,0.00017,0.34663,0.13743,0.00216,0.08714,0.29679,0.00408,-0.00028,0.3466,0.13871,0.00249,0.087
149,1777817726202,Neutral,0.29662,0.00425,0.00053,0.34589,0.13615,0.00193,0.08712,0.29674,0.00413,-4e-05,0.34639,0.13795,0.00232,0.08704
150,1777817726268,Neutral,0.33865,0.00416,0.00102,0.34363,0.12516,0.0016,0.08729,0.30931,0.00414,0.00028,0.34556,0.13411,0.0021,0.08711
151,1777817726301,Neutral,0.34986,0.00444,0.00033,0.3437,0.12198,0.00152,0.08695,0.32148,0.00423,0.00029,0.345,0.13047,0.00193,0.08706
152,1777817726335,Neutral,0.35406,0.00524,-9e-05,0.34398,0.12096,0.00162,0.08709,0.33125,0.00453,0.00018,0.3447,0.12762,0.00184,0.08707
153,1777817726368,Sad,0.35691,0.00564,4e-05,0.34384,0.12049,0.00147,0.08734,0.33895,0.00486,0.00014,0.34444,0.12548,0.00172,0.08715
154,1777817726402,Sad,0.35715,0.00552,8e-05,0.34372,0.12033,0.00132,0.08728,0.34441,0.00506,0.00012,0.34422,0.12393,0.0016,0.08719
155,1777817726436,Sad,0.35936,0.00537,0.0,0.34446,0.1201,0.00129,0.08733,0.34889,0.00515,9e-05,0.34429,0.12278,0.00151,0.08723
156,1777817726502,Sad,0.36263,0.00493,0.00041,0.34445,0.11968,0.00125,0.08764,0.35302,0.00509,0.00018,0.34434,0.12185,0.00143,0.08735
157,1777817726535,Sad,0.36445,0.00482,0.00022,0.34472,0.11907,0.00115,0.08742,0.35644,0.00501,0.00019,0.34446,0.12102,0.00135,0.08737
158,1777817726568,Sad,0.3646,0.00477,-6e-05,0.34448,0.11852,0.00115,0.08745,0.35889,0.00494,0.00012,0.34446,0.12027,0.00129,0.0874
159,1777817726602,Sad,0.36478,0.00499,-0.00011,0.34404,0.1181,0.00152,0.08761,0.36066,0.00495,5e-05,0.34434,0.11962,0.00136,0.08746
160,1777817726635,Sad,0.36378,0.00513,-6e-05,0.3437,0.11848,0.00185,0.0876,0.36159,0.00501,2e-05,0.34415,0.11928,0.0015,0.0875
161,1777817726668,Sad,0.36248,0.00508,0.00019,0.34322,0.11834,0.00159,0.08746,0.36186,0.00503,7e-05,0.34387,0.119,0.00153,0.08749
162,1777817726702,Sad,0.36131,0.00513,0.00022,0.34337,0.11847,0.00185,0.08713,0.36169,0.00506,0.00011,0.34372,0.11884,0.00163,0.08738
