frame,timestamp,emotion,ear_avg_raw,mar_raw,smile_coeff_raw,mouth_width_raw,brow_dist_raw,mouth_asymmetry_raw,upper_lip_raise_raw,ear_avg_smooth,mar_smooth,smile_coeff_smooth,mouth_width_smooth,brow_dist_smooth,mouth_asymmetry_smooth,upper_lip_raise_smooth
21,1777810848512,Sad,0.35589,0.00183,-0.00121,0.34017,0.11655,0.00499,0.08346,0.35217,0.00185,-0.00106,0.34041,0.11757,0.0047,0.08343
22,1777810848546,Sad,0.35664,0.00178,-0.00124,0.33976,0.11636,0.00504,0.08362,0.35351,0.00183,-0.00112,0.34021,0.11721,0.0048,0.08349
23,1777810848580,Sad,0.35654,0.00174,-0.00116,0.33975,0.11627,0.00499,0.08365,0.35442,0.0018,-0.00113,0.34007,0.11692,0.00486,0.08354
24,1777810848646,Sad,0.3572,0.00176,-0.00112,0.33985,0.11605,0.00479,0.08358,0.35525,0.00179,-0.00113,0.34001,0.11666,0.00484,0.08355
25,1777810848711,Sad,0.35941,0.00179,-0.00104,0.33965,0.11563,0.00456,0.08387,0.3565,0.00179,-0.0011,0.3399,0.11635,0.00475,0.08365
26,1777810848779,Sad,0.35926,0.0018,-0.00107,0.3395,0.11566,0.00455,0.08402,0.35733,0.00179,-0.00109,0.33978,0.11614,0.00469,0.08376
27,1777810848844,Sad,0.35849,0.00179,-0.00108,0.33892,0.1157,0.00458,0.08406,0.35768,0.00179,-0.00109,0.33952,0.11601,0.00466,0.08385
28,1777810848878,Sad,0.35847,0.00179,-0.00105,0.33882,0.11566,0.00454,0.08399,0.35792,0.00179,-0.00108,0.33931,0.11591,0.00462,0.08389
29,1777810848945,Sad,0.35827,0.0018,-0.00092,0.33884,0.11567,0.00495,0.0839,0.35802,0.00179,-0.00103,0.33917,0.11584,0.00472,0.08389
30,1777810849014,Sad,0.35947,0.00186,-0.00078,0.33863,0.11549,0.00454,0.08352,0.35846,0.00181,-0.00096,0.33901,0.11573,0.00467,0.08378
31,1777810849047,Sad,0.35974,0.0019,-0.00082,0.33857,0.1154,0.0043,0.08336,0.35884,0.00184,-0.00091,0.33888,0.11563,0.00456,0.08366
32,1777810849113,Sad,0.35885,0.00195,-0.00112,0.33843,0.1155,0.00407,0.08365,0.35884,0.00187,-0.00098,0.33874,0.11559,0.00441,0.08365
33,1777810849146,Sad,0.3588,0.0019,-0.00116,0.33844,0.11549,0.00388,0.0839,0.35883,0.00188,-0.00103,0.33865,0.11556,0.00425,0.08373
34,1777810849179,Sad,0.35871,0.00184,-0.00125,0.33833,0.11541,0.00369,0.08375,0.3588,0.00187,-0.0011,0.33855,0.11552,0.00408,0.08374
35,1777810849213,Sad,0.35893,0.00184,-0.00124,0.33871,0.11537,0.0039,0.08382,0.35884,0.00186,-0.00114,0.3386,0.11547,0.00403,0.08376
36,1777810849279,Sad,0.35938,0.00192,-0.00112,0.33897,0.11531,0.00405,0.08389,0.359,0.00188,-0.00113,0.33871,0.11542,0.00404,0.0838
37,1777810849346,Sad,0.35981,0.00194,-0.00112,0.33886,0.11523,0.00389,0.08391,0.35924,0.0019,-0.00113,0.33876,0.11537,0.00399,0.08383
38,1777810849379,Sad,0.35984,0.00196,-0.00111,0.33886,0.11526,0.00391,0.08384,0.35942,0.00192,-0.00112,0.33879,0.11533,0.00397,0.08383
39,1777810849445,Sad,0.36153,0.00196,-0.00112,0.33891,0.11522,0.00409,0.08375,0.36005,0.00193,-0.00112,0.33883,0.1153,0.004,0.08381
40,1777810849480,Sad,0.36211,0.00196,-0.00114,0.33881,0.11516,0.00414,0.08378,0.36067,0.00194,-0.00113,0.33882,0.11526,0.00404,0.0838
41,1777810849514,Sad,0.36313,0.00195,-0.00128,0.3388,0.11497,0.00442,0.08379,0.36141,0.00194,-0.00117,0.33881,0.11517,0.00416,0.08379
42,1777810849579,Sad,0.36233,0.00204,-0.00226,0.33988,0.11504,0.00371,0.08357,0.36169,0.00197,-0.0015,0.33914,0.11513,0.00402,0.08373
43,1777810849613,Sad,0.3611,0.00241,-0.00291,0.34186,0.11512,0.00284,0.0832,0.36151,0.0021,-0.00192,0.33995,0.11513,0.00367,0.08357
44,1777810849646,Sad,0.35985,0.00373,-0.00387,0.34469,0.1151,0.00231,0.08196,0.36101,0.00259,-0.00251,0.34137,0.11512,0.00326,0.08308
45,1777810849680,Sad,0.35776,0.00504,-0.00545,0.34834,0.11552,0.00146,0.08034,0.36004,0.00332,-0.00339,0.34346,0.11524,0.00272,0.08226
46,1777810849714,Sad,0.358,0.00617,-0.0066,0.35169,0.11518,0.00135,0.07823,0.35943,0.00418,-0.00435,0.34593,0.11522,0.00231,0.08105
47,1777810849747,Sad,0.35689,0.00655,-0.00718,0.35466,0.11514,0.00125,0.07697,0.35866,0.00489,-0.0052,0.34855,0.1152,0.00199,0.07983
48,1777810849780,Sad,0.35483,0.00654,-0.00767,0.35615,0.11529,0.00116,0.07629,0.35751,0.00539,-0.00594,0.35083,0.11523,0.00174,0.07877
49,1777810849813,Sad,0.35244,0.0066,-0.00812,0.35695,0.11566,0.00124,0.07576,0.35599,0.00575,-0.00659,0.35267,0.11536,0.00159,0.07787
50,1777810849879,Sad,0.3557,0.00689,-0.00865,0.35684,0.11561,0.00125,0.07474,0.3559,0.00609,-0.00721,0.35392,0.11543,0.00149,0.07693
51,1777810849913,Sad,0.35933,0.00696,-0.00887,0.35666,0.11551,0.00133,0.07335,0.35693,0.00635,-0.00771,0.35474,0.11546,0.00144,0.07586
52,1777810849946,Sad,0.36111,0.00714,-0.00893,0.35651,0.1149,0.00123,0.07225,0.35818,0.00659,-0.00807,0.35527,0.11529,0.00138,0.07477
53,1777810849980,Sad,0.3607,0.00691,-0.00915,0.3569,0.11506,0.00183,0.0717,0.35894,0.00669,-0.0084,0.35576,0.11522,0.00151,0.07385
54,1777810850046,Sad,0.36143,0.0068,-0.00955,0.357,0.11532,0.00258,0.07165,0.35969,0.00672,-0.00874,0.35613,0.11525,0.00183,0.07319
55,1777810850079,Sad,0.35994,0.00652,-0.00938,0.35715,0.1155,0.00246,0.07191,0.35976,0.00666,-0.00893,0.35644,0.11533,0.00202,0.07281
56,1777810850113,Sad,0.35906,0.00604,-0.00898,0.35667,0.11557,0.0024,0.07226,0.35955,0.00648,-0.00895,0.35651,0.1154,0.00214,0.07264
57,1777810850180,Sad,0.35868,0.00593,-0.0086,0.35668,0.11514,0.00322,0.07283,0.35929,0.00631,-0.00884,0.35656,0.11532,0.00246,0.0727
58,1777810850214,Sad,0.35778,0.00597,-0.00807,0.35661,0.11517,0.00359,0.07319,0.35884,0.00621,-0.00861,0.35658,0.11528,0.0028,0.07285
59,1777810850279,Sad,0.35597,0.00576,-0.00769,0.3557,0.11531,0.00347,0.07393,0.35798,0.00607,-0.00834,0.35631,0.11529,0.003,0.07317
60,1777810850313,Sad,0.35633,0.00555,-0.00772,0.35521,0.11524,0.00316,0.07413,0.35748,0.00591,-0.00815,0.35598,0.11527,0.00305,0.07346
61,1777810850379,Sad,0.35863,0.00512,-0.00765,0.35472,0.11518,0.00282,0.07429,0.35783,0.00568,-0.008,0.3556,0.11524,0.00298,0.07371
62,1777810850413,Sad,0.35906,0.00513,-0.00768,0.35423,0.11519,0.00268,0.07427,0.3582,0.00551,-0.0079,0.35519,0.11523,0.00289,0.07388
63,1777810850478,Sad,0.35978,0.00499,-0.00777,0.35359,0.11519,0.00251,0.07414,0.35867,0.00536,-0.00786,0.35471,0.11522,0.00278,0.07395
64,1777810850511,Sad,0.35997,0.00493,-0.00787,0.3536,0.11515,0.00245,0.07402,0.35906,0.00523,-0.00786,0.35438,0.11519,0.00268,0.07397
65,1777810850545,Sad,0.36016,0.00489,-0.00788,0.35354,0.11516,0.00234,0.07381,0.35939,0.00513,-0.00787,0.35413,0.11518,0.00258,0.07393
66,1777810850578,Sad,0.36039,0.00497,-0.00797,0.3535,0.11531,0.00221,0.07371,0.35969,0.00508,-0.0079,0.35394,0.11522,0.00247,0.07386
67,1777810850612,Sad,0.3612,0.00498,-0.00784,0.35343,0.11525,0.00244,0.07368,0.36014,0.00505,-0.00788,0.35379,0.11523,0.00246,0.07381
68,1777810850646,Sad,0.36325,0.00501,-0.00797,0.3534,0.11491,0.00236,0.07342,0.36107,0.00504,-0.00791,0.35367,0.11513,0.00243,0.07369
69,1777810850681,Sad,0.36391,0.00493,-0.00809,0.35342,0.11482,0.00234,0.07348,0.36192,0.00501,-0.00796,0.35359,0.11504,0.0024,0.07363
70,1777810850745,Sad,0.36604,0.00469,-0.00836,0.35344,0.11464,0.00228,0.07331,0.36316,0.00491,-0.00808,0.35355,0.11492,0.00236,0.07353
71,1777810850780,Sad,0.36464,0.00469,-0.00835,0.35331,0.11453,0.00231,0.07352,0.3636,0.00484,-0.00816,0.35347,0.1148,0.00235,0.07353
72,1777810850813,Sad,0.36401,0.00469,-0.00818,0.35328,0.11448,0.00249,0.07364,0.36373,0.0048,-0.00817,0.35342,0.11471,0.00239,0.07356
73,1777810850846,Sad,0.36439,0.00471,-0.00808,0.35332,0.11446,0.00269,0.07386,0.36393,0.00477,-0.00814,0.35339,0.11463,0.00248,0.07365
74,1777810850881,Sad,0.3644,0.00479,-0.00752,0.3531,0.1142,0.00314,0.07427,0.36407,0.00478,-0.00795,0.3533,0.1145,0.00268,0.07384
75,1777810850945,Sad,0.36661,0.00519,-0.00725,0.35249,0.11393,0.00276,0.07419,0.36483,0.0049,-0.00774,0.35306,0.11433,0.0027,0.07394
76,1777810850979,Sad,0.36548,0.00515,-0.00734,0.35285,0.11382,0.00273,0.07468,0.36503,0.00497,-0.00762,0.353,0.11418,0.00271,0.07416
77,1777810851045,Sad,0.36579,0.00507,-0.00772,0.35317,0.11361,0.00295,0.07509,0.36525,0.005,-0.00765,0.35305,0.11401,0.00278,0.07444
78,1777810851078,Sad,0.36533,0.00525,-0.00799,0.35362,0.11355,0.00276,0.07536,0.36528,0.00508,-0.00775,0.35322,0.11387,0.00278,0.07472
79,1777810851113,Sad,0.36482,0.00545,-0.00811,0.35373,0.11398,0.00243,0.07547,0.36514,0.00519,-0.00786,0.35337,0.1139,0.00267,0.07494
80,1777810851146,Sad,0.36524,0.00545,-0.00816,0.35379,0.11414,0.00253,0.07577,0.36517,0.00527,-0.00795,0.3535,0.11397,0.00263,0.07519
81,1777810851212,Sad,0.36347,0.00513,-0.00828,0.3537,0.11416,0.00288,0.07636,0.36466,0.00522,-0.00805,0.35356,0.11403,0.0027,0.07554
82,1777810851245,Sad,0.36365,0.00484,-0.00834,0.3536,0.11427,0.00314,0.07657,0.36436,0.00511,-0.00814,0.35357,0.1141,0.00284,0.07585
83,1777810851279,Sad,0.36403,0.00466,-0.00845,0.35356,0.11424,0.00324,0.07705,0.36426,0.00497,-0.00823,0.35357,0.11414,0.00296,0.07621
84,1777810851313,Sad,0.36442,0.00454,-0.00824,0.35329,0.11439,0.00321,0.07729,0.36431,0.00484,-0.00823,0.35348,0.11422,0.00303,0.07653
85,1777810851346,Sad,0.36448,0.00463,-0.00827,0.35322,0.11436,0.00326,0.07729,0.36436,0.00478,-0.00824,0.3534,0.11426,0.0031,0.07676
86,1777810851380,Sad,0.3642,0.00456,-0.00799,0.35264,0.1143,0.00343,0.07725,0.36431,0.00471,-0.00817,0.35318,0.11427,0.0032,0.07691
87,1777810851444,Sad,0.36529,0.00447,-0.00825,0.35225,0.11397,0.00345,0.07729,0.3646,0.00464,-0.00819,0.3529,0.11418,0.00327,0.07702
88,1777810851479,Sad,0.36581,0.00444,-0.00829,0.35222,0.114,0.00358,0.07759,0.36497,0.00458,-0.00822,0.35269,0.11413,0.00337,0.07719
89,1777810851512,Sad,0.3659,0.00452,-0.00843,0.35196,0.11401,0.00363,0.07795,0.36525,0.00456,-0.00828,0.35247,0.11409,0.00345,0.07742
90,1777810851545,Sad,0.36586,0.00439,-0.00828,0.35176,0.11402,0.00334,0.07816,0.36543,0.00451,-0.00828,0.35226,0.11407,0.00341,0.07764
91,1777810851579,Sad,0.36578,0.00421,-0.00831,0.35162,0.11406,0.0031,0.07826,0.36554,0.00442,-0.00829,0.35207,0.11407,0.00332,0.07783
92,1777810851614,Sad,0.36619,0.00417,-0.00811,0.35157,0.11402,0.0026,0.07863,0.36573,0.00434,-0.00824,0.35192,0.11405,0.0031,0.07807
93,1777810851679,Sad,0.3683,0.00419,-0.00747,0.35047,0.11473,0.00221,0.07893,0.3665,0.0043,-0.00801,0.35148,0.11425,0.00284,0.07833
94,1777810851712,Sad,0.36813,0.00411,-0.00781,0.35038,0.11446,0.00231,0.07884,0.36699,0.00424,-0.00795,0.35115,0.11431,0.00268,0.07848
95,1777810851745,Sad,0.36675,0.00398,-0.00759,0.35029,0.11445,0.0025,0.07892,0.36692,0.00416,-0.00784,0.35089,0.11436,0.00262,0.07861
96,1777810851811,Sad,0.36739,0.00385,-0.00774,0.35103,0.11406,0.00217,0.07959,0.36706,0.00407,-0.00781,0.35093,0.11427,0.00249,0.07891
97,1777810851845,Sad,0.36702,0.00364,-0.00793,0.35079,0.11402,0.00212,0.07984,0.36705,0.00394,-0.00785,0.35089,0.11419,0.00238,0.07919
98,1777810851878,Sad,0.36509,0.0037,-0.00812,0.35064,0.11406,0.00216,0.07956,0.36646,0.00387,-0.00793,0.35082,0.11415,0.00231,0.0793
99,1777810851912,Sad,0.36455,0.00366,-0.00824,0.35031,0.11398,0.0022,0.07942,0.36589,0.00381,-0.00802,0.35066,0.1141,0.00228,0.07934
100,1777810851978,Sad,0.36432,0.0036,-0.0082,0.35049,0.11404,0.00268,0.07954,0.36542,0.00374,-0.00807,0.35061,0.11408,0.0024,0.0794
101,1777810852013,Sad,0.36478,0.00373,-0.00828,0.35055,0.11401,0.00277,0.07949,0.36523,0.00374,-0.00814,0.35059,0.11406,0.00251,0.07943
102,1777810852046,Sad,0.36484,0.00389,-0.00819,0.35056,0.11403,0.00255,0.0793,0.36511,0.00379,-0.00815,0.35058,0.11405,0.00252,0.07939
103,1777810852079,Sad,0.36511,0.00397,-0.00793,0.35064,0.11405,0.00261,0.07926,0.36511,0.00384,-0.00809,0.3506,0.11405,0.00255,0.07935
104,1777810852113,Sad,0.36529,0.004,-0.00777,0.35063,0.11408,0.00246,0.0794,0.36517,0.00389,-0.00799,0.35061,0.11406,0.00252,0.07936
105,1777810852179,Sad,0.36437,0.00404,-0.00769,0.35028,0.11424,0.00242,0.07956,0.36493,0.00393,-0.0079,0.35051,0.11411,0.00249,0.07942
106,1777810852212,Sad,0.35133,0.00391,-0.00773,0.35032,0.11691,0.00241,0.07976,0.36085,0.00392,-0.00785,0.35046,0.11495,0.00247,0.07952
107,1777810852245,Sad,0.30421,0.00364,-0.00776,0.35067,0.12761,0.00214,0.08001,0.34386,0.00384,-0.00782,0.35052,0.11875,0.00237,0.07967
108,1777810852279,Neutral,0.27891,0.00356,-0.00775,0.35147,0.13403,0.00198,0.0802,0.32437,0.00375,-0.0078,0.3508,0.12333,0.00225,0.07983
109,1777810852313,Neutral,0.27324,0.00356,-0.00762,0.35186,0.1361,0.00166,0.08029,0.30903,0.0037,-0.00775,0.35112,0.12717,0.00207,0.07997
110,1777810852379,Neutral,0.27379,0.00372,-0.00755,0.35284,0.13676,0.00123,0.07979,0.29846,0.0037,-0.00769,0.35164,0.13004,0.00182,0.07991
111,1777810852412,Neutral,0.27546,0.00375,-0.0077,0.35366,0.13679,0.00114,0.07928,0.29156,0.00372,-0.00769,0.35224,0.13207,0.00162,0.07972
112,1777810852445,Neutral,0.27609,0.00362,-0.0078,0.35388,0.13692,0.00097,0.07899,0.28692,0.00369,-0.00772,0.35274,0.13353,0.00142,0.0795
113,1777810852479,Neutral,0.279,0.00351,-0.00772,0.35435,0.13659,0.00104,0.07895,0.28454,0.00364,-0.00772,0.35322,0.13445,0.00131,0.07934
114,1777810852513,Neutral,0.28067,0.00343,-0.00765,0.35486,0.13645,0.00121,0.07889,0.28338,0.00357,-0.0077,0.35371,0.13505,0.00128,0.0792
115,1777810852546,Neutral,0.28222,0.00339,-0.00761,0.35512,0.13635,0.00134,0.07899,0.28303,0.00352,-0.00767,0.35413,0.13544,0.0013,0.07914
116,1777810852612,Neutral,0.28407,0.00354,-0.00793,0.35657,0.13633,0.00119,0.07879,0.28335,0.00352,-0.00775,0.35486,0.13571,0.00126,0.07903
117,1777810852645,Neutral,0.28478,0.00359,-0.00795,0.35711,0.13631,0.00123,0.07883,0.28377,0.00354,-0.00781,0.35554,0.13589,0.00125,0.07897
118,1777810852679,Neutral,0.28523,0.00355,-0.00795,0.35788,0.1363,0.00137,0.07896,0.28421,0.00355,-0.00785,0.35624,0.13601,0.00129,0.07897
119,1777810852712,Neutral,0.28546,0.00363,-0.00792,0.35801,0.13636,0.00144,0.07886,0.28459,0.00357,-0.00787,0.35677,0.13612,0.00133,0.07894
120,1777810852745,Neutral,0.28498,0.00385,-0.00805,0.35784,0.13659,0.00147,0.07881,0.28471,0.00366,-0.00793,0.35709,0.13626,0.00137,0.0789
121,1777810852779,Neutral,0.28447,0.00423,-0.00805,0.35791,0.13675,0.00123,0.07901,0.28463,0.00383,-0.00796,0.35734,0.13641,0.00133,0.07893
122,1777810852812,Neutral,0.28124,0.00444,-0.008,0.35789,0.13592,0.00115,0.0789,0.28362,0.00401,-0.00797,0.3575,0.13626,0.00128,0.07892
123,1777810852845,Neutral,0.28918,0.00476,-0.00805,0.3576,0.13106,0.00113,0.07862,0.28529,0.00424,-0.008,0.35753,0.1347,0.00123,0.07883
124,1777810852878,Neutral,0.31194,0.00498,-0.00802,0.35729,0.12521,0.00116,0.07863,0.29328,0.00446,-0.008,0.35746,0.13185,0.00121,0.07877
125,1777810852912,Neutral,0.32585,0.00507,-0.00809,0.35712,0.12152,0.00131,0.07868,0.30305,0.00464,-0.00803,0.35736,0.12875,0.00124,0.07874
126,1777810852945,Neutral,0.33176,0.00513,-0.00813,0.35709,0.12018,0.00154,0.07883,0.31167,0.00479,-0.00806,0.35728,0.12618,0.00133,0.07877
127,1777810852979,Neutral,0.33282,0.00531,-0.00814,0.35682,0.12001,0.00165,0.07873,0.31801,0.00494,-0.00808,0.35714,0.12433,0.00143,0.07876
128,1777810853044,Neutral,0.33265,0.00528,-0.00817,0.3566,0.12009,0.00169,0.07874,0.3224,0.00505,-0.00811,0.35698,0.12306,0.00151,0.07875
129,1777810853078,Neutral,0.33303,0.0052,-0.0082,0.35651,0.12,0.00178,0.07871,0.32559,0.00509,-0.00814,0.35684,0.12214,0.00159,0.07874
130,1777810853111,Neutral,0.33405,0.00515,-0.00823,0.35649,0.11958,0.0018,0.07866,0.32813,0.00511,-0.00816,0.35673,0.12137,0.00165,0.07871
131,1777810853145,Neutral,0.33428,0.00488,-0.00825,0.35647,0.11924,0.00196,0.07859,0.32997,0.00504,-0.00819,0.35665,0.12073,0.00174,0.07868
132,1777810853179,Neutral,0.33484,0.00481,-0.00833,0.35635,0.11888,0.00209,0.07869,0.33143,0.00497,-0.00823,0.35656,0.12018,0.00185,0.07868
133,1777810853212,Sad,0.33668,0.00476,-0.00866,0.35638,0.11835,0.00253,0.07827,0.33301,0.00491,-0.00836,0.35651,0.11963,0.00205,0.07856
134,1777810853246,Sad,0.34057,0.00412,-0.00897,0.35549,0.11777,0.00225,0.07813,0.33528,0.00467,-0.00855,0.3562,0.11907,0.00211,0.07843
135,1777810853311,Sad,0.34847,0.00402,-0.00958,0.35733,0.11648,0.00276,0.07791,0.33923,0.00448,-0.00886,0.35654,0.11829,0.00231,0.07827
136,1777810853344,Sad,0.35222,0.00386,-0.00967,0.35756,0.1161,0.00267,0.07746,0.34313,0.00429,-0.0091,0.35685,0.11764,0.00242,0.07803
137,1777810853378,Sad,0.3554,0.00361,-0.01009,0.35733,0.11604,0.00303,0.0776,0.34681,0.00409,-0.0094,0.35699,0.11716,0.0026,0.0779
138,1777810853411,Sad,0.35537,0.00357,-0.01031,0.35741,0.11631,0.00363,0.07783,0.34938,0.00393,-0.00967,0.35712,0.1169,0.00291,0.07788
139,1777810853445,Sad,0.35566,0.00371,-0.01007,0.35731,0.11652,0.00366,0.07803,0.35126,0.00387,-0.00979,0.35718,0.11679,0.00313,0.07792
140,1777810853480,Sad,0.3553,0.00394,-0.01007,0.3573,0.11638,0.00375,0.07813,0.35247,0.00389,-0.00988,0.35721,0.11667,0.00332,0.07799
141,1777810853544,Sad,0.35676,0.00421,-0.01,0.35625,0.11553,0.00347,0.07777,0.35376,0.00399,-0.00991,0.35692,0.11633,0.00336,0.07792
142,1777810853578,Sad,0.35731,0.0042,-0.00976,0.35615,0.11541,0.00333,0.07738,0.35483,0.00405,-0.00987,0.35669,0.11605,0.00336,0.07776
143,1777810853612,Sad,0.35713,0.0044,-0.00978,0.35612,0.11554,0.0032,0.07699,0.35552,0.00415,-0.00984,0.35652,0.1159,0.00331,0.07753
144,1777810853645,Sad,0.35622,0.00418,-0.0097,0.35609,0.11577,0.00303,0.07685,0.35573,0.00416,-0.0098,0.35639,0.11586,0.00322,0.07732
145,1777810853679,Sad,0.35682,0.00434,-0.00993,0.3548,0.1159,0.00264,0.07672,0.35606,0.00421,-0.00984,0.35591,0.11587,0.00305,0.07714
146,1777810853713,Sad,0.35644,0.00442,-0.00925,0.35444,0.11614,0.00259,0.0775,0.35617,0.00428,-0.00966,0.35547,0.11595,0.00291,0.07725
147,1777810853778,Sad,0.35747,0.00426,-0.00921,0.35398,0.11594,0.0027,0.07758,0.35656,0.00427,-0.00953,0.35502,0.11595,0.00285,0.07735
148,1777810853811,Sad,0.35648,0.00418,-0.00865,0.35393,0.11589,0.00239,0.07754,0.35654,0.00424,-0.00926,0.35469,0.11593,0.00271,0.07741
149,1777810853878,Sad,0.3573,0.00398,-0.00908,0.35409,0.11514,0.003,0.07706,0.35676,0.00417,-0.00921,0.35451,0.11569,0.0028,0.0773
150,1777810853911,Sad,0.35766,0.00391,-0.00917,0.35392,0.11504,0.00253,0.07688,0.35703,0.00409,-0.0092,0.35434,0.1155,0.00272,0.07718
151,1777810853946,Sad,0.35644,0.00407,-0.009,0.35403,0.11531,0.00275,0.07659,0.35685,0.00408,-0.00914,0.35424,0.11544,0.00273,0.077
152,1777810854011,Sad,0.35603,0.00353,-0.00901,0.35411,0.11557,0.00249,0.07688,0.35661,0.00392,-0.0091,0.3542,0.11548,0.00266,0.07696
153,1777810854045,Sad,0.35595,0.00362,-0.00901,0.35439,0.11559,0.00233,0.07692,0.35641,0.00383,-0.00907,0.35426,0.11551,0.00256,0.07695
154,1777810854078,Sad,0.35548,0.00379,-0.00894,0.35447,0.11575,0.00228,0.07678,0.35613,0.00382,-0.00903,0.35432,0.11558,0.00247,0.0769
155,1777810854111,Sad,0.35464,0.00394,-0.00898,0.3548,0.1157,0.00215,0.07663,0.35568,0.00385,-0.00902,0.35447,0.11562,0.00238,0.07682
156,1777810854144,Sad,0.35419,0.00406,-0.0089,0.35468,0.11576,0.00212,0.07683,0.35524,0.00392,-0.00898,0.35453,0.11566,0.0023,0.07682
157,1777810854178,Sad,0.35366,0.00414,-0.00886,0.35473,0.1157,0.0021,0.07681,0.35476,0.00398,-0.00895,0.35459,0.11567,0.00224,0.07682
158,1777810854244,Sad,0.35435,0.00416,-0.0088,0.3543,0.11563,0.00197,0.07642,0.35464,0.00404,-0.0089,0.3545,0.11566,0.00216,0.0767
159,1777810854278,Sad,0.35435,0.00411,-0.00878,0.35405,0.1157,0.00201,0.07653,0.35455,0.00406,-0.00886,0.35437,0.11567,0.00211,0.07665
160,1777810854311,Sad,0.35512,0.00414,-0.00873,0.35387,0.11561,0.00195,0.07672,0.35472,0.00408,-0.00882,0.35422,0.11565,0.00207,0.07667
161,1777810854344,Sad,0.35552,0.00413,-0.00872,0.35388,0.11556,0.00197,0.07677,0.35496,0.0041,-0.00879,0.35411,0.11562,0.00204,0.0767
162,1777810854378,Sad,0.35641,0.00412,-0.00871,0.35399,0.11542,0.00195,0.07679,0.3554,0.0041,-0.00877,0.35408,0.11556,0.00201,0.07673
